zaverafa,Raymon Jacobsen,2002-3-17,Mozambique,7106,Offlaner,Jakiro
ekynasa,Jenna Mitchell,1995-2-21,Mexico,8644,Support,Slark
tukuthavac,Evelyn Fidler,1996-8-23,Guinea,5780,Offlaner,Venomancer
cixuquqi,Louis Nelson,1994-6-14,Zimbabwe,8339,Support,Bristleback
bizyca,William Davis,1994-3-11,Madagascar,8468,Offlaner,Dazzle
opotyci,Fredrick Lourentzos,1989-12-7,Nigeria,5538,Midlane Carry,Medusa
chenesuvak,John Day,1986-8-25,Chile,8005,Offlaner,Treant Protector
pazhuwaxo,James Ruddell,1990-1-13,Malta,8605,Support,Silencer
zimebymaj,Lillian Casey,1991-11-3,Kenya,5817,Carry,Underlord
zhuxino,Richard Jenkins,2005-7-22,Guyana,8943,Support,Clinkz
tahice,Calvin Carden,1996-6-27,Turkmenistan,8704,Offlaner,Dawnbreaker
yfidehibo,Hazel Bogner,2001-12-1,Guyana,8428,Full Support,Terrorblade
ebyhejush,Leonard Gamba,1987-7-11,Afghanistan,8560,Support,Void Spirit
aqatesh,Dorothy Gonzales,2001-8-20,Trinidad & Tobago,5454,Full Support,Death Prophet
zhezhajoxys,Shirley Prentice,1995-6-3,Bulgaria,7489,Support,Skyrath Mage
kivuzony,Nellie Holden,2002-5-9,India,6268,Carry,Beastmaster
kofakhythel,Lea Hutcherson,1992-12-24,Jordan,8781,Midlane Carry,Clinkz
ishepedok,Taylor Stone,1985-6-25,Thailand,5185,Full Support,Tinker
etevaky,Juanita Hernandez,1987-3-11,Iceland,8385,Offlaner,Monkey King
fifywamy,Brian Valentin,1998-11-21,Suriname,5774,Carry,Earthshaker
jyhuchibikh,James Hoyle,1985-4-2,Slovenia,6754,Offlaner,Lycan
ozhefiz,Ruth Thomas,1995-12-1,Albania,6422,Full Support,Mirana
guvysek,Randall Hancock,2000-4-4,Ivory Coast,5049,Offlaner,Abbadon
nadynukhu,Steven Billiot,1999-1-1,Chad,8345,Support,Hoodwink
usekifec,Marilee Gurley,2001-8-14,Cuba,6060,Support,Chaos Knight
otohowyli,Richard Ricker,1996-10-17,Philippines,6068,Carry,Puck
alathir,David Odonnell,1988-8-7,Malawi,9871,Carry,Zeus
cuxechux,James Muto,1995-11-21,Yemen,7301,Support,Bloodseeker
iqysheto,Virginia Schultz,1985-4-17,Cape Verde,8478,Full Support,Beastmaster
zhowutash,Carol Herrmann,1992-9-7,Sao Tome & Principe,7340,Midlane Carry,Warlock
ovochanu,Deborah Wood,1999-1-10,Saint Vincent & the Grenadines,5196,Full Support,Spectre
irethuqaj,Jena Kreider,1991-12-2,Philippines,7821,Full Support,Dazzle
kuchokhurol,Mary Greenhouse,2005-12-24,Ghana,9486,Offlaner,Juggernaut
tiresodosh,Erica Barlow,1985-9-28,Norway,9831,Offlaner,Winter Wyvern
kezhykos,Kimberly Mitchell,2002-12-22,Uruguay,9628,Offlaner,Anti-Mage
xikhyqohol,Mallory Selover,1985-1-16,United Kingdom,7109,Full Support,Dark Willow
icecochesh,John Porter,1987-6-15,Russian Federation,9928,Midlane Carry,Puck
acochopitu,Joseph Carpenter,2001-1-24,Ecuador,6223,Support,Razor
ezhozaru,April Houston,1994-11-7,Taiwan,7392,Full Support,Phoenix
anapoqach,Lucinda King,1987-9-6,Tanzania,9925,Midlane Carry,Luna
joqyvo,Martha Stilwell,1992-4-1,Sudan,9616,Support,Spirit Breaker
ivozoqa,Simon Mcmillin,1992-10-16,Italy,5505,Offlaner,Templar Assassin
gukiheku,Carl Rawling,2004-2-21,Tunisia,9259,Support,Shadow Demon
oxokhut,Jesus Khan,2002-2-3,Bulgaria,6302,Offlaner,Invoker
uthazhakhishi,Veronica Gilbert,1988-11-7,Cuba,8159,Support,Death Prophet
tytomu,Renee Williams,1993-4-12,Uzbekistan,9800,Carry,Lone Druid
ochishuzh,Marilyn Walker,2001-9-6,Kiribati,8863,Carry,Axe
borabavoq,Joseph Duchon,1986-11-11,Costa Rica,6347,Offlaner,Axe
taremeqo,Jose Perry,1996-5-1,Serbia,6269,Carry,Viper
enakup,Willie Svoboda,1985-11-13,Libya,5027,Support,Abbadon
azhoshyzike,Elizabeth Cabral,2005-2-6,Kuwait,6613,Offlaner,Treant Protector
irefes,Diane Chambers,1994-5-8,Romania,8329,Offlaner,Arc Warden
afuhychima,Ilana Hoston,2000-1-6,Ukraine,8205,Midlane Carry,Bane
peporumip,Anna Delaney,1989-3-25,Antigua & Deps,7183,Midlane Carry,Elder Titan
shydisyz,Douglas Roberts,1994-4-16,Denmark,6355,Carry,Rubik
ezheryqil,Barbra Howell,2000-3-9,Bhutan,9026,Full Support,Bristleback
azepath,Sandra Brandon,2002-4-18,Lesotho,6345,Full Support,Bloodseeker
rapirijuw,Lidia Cortez,1992-9-11,Spain,5018,Midlane Carry,Silencer
lezheqo,Doris Alston,1988-10-20,Peru,6449,Midlane Carry,Batrider
wyxewok,Carl Mysliwiec,2001-11-21,Iraq,8600,Midlane Carry,Treant Protector
dijumonar,Hattie Coryell,1987-4-20,Samoa,8022,Offlaner,Pugna
shyhuwyfosh,Bell Aldridge,1993-6-28,Somalia,6526,Carry,Io
emasycori,Daniel Jones,2005-10-12,Mali,9146,Midlane Carry,Phantom Lancer
ychizuzil,Pearl Lefebvre,1993-12-22,Peru,6081,Full Support,Troll Warlord
ijuzed,Jeremy Sands,1985-6-23,Kazakhstan,6571,Full Support,Dark Willow
ofyxenes,Melissa Roque,1986-9-21,Vanuatu,8424,Support,Void Spirit
awecugude,Victor Sims,2002-4-13,Saint Vincent & the Grenadines,5849,Support,Monkey King
mojuwetozh,Constance Bailey,2001-10-11,Liechtenstein,5851,Support,Shadow Fiend
nylipevu,Kim Ladner,1986-12-19,Belgium,9061,Midlane Carry,Zeus
ydonalozy,Kathleen Robertson,1999-12-11,Argentina,6633,Midlane Carry,Bounty Hunter
ybyxinuk,Rhonda Diaz,1995-4-17,Uzbekistan,5456,Midlane Carry,Sniper
racuzozi,Maria Wilde,1998-4-5,United States,5457,Carry,Snapfire
jyvachezha,Carrie Broadnax,1994-7-5,Uganda,8655,Support,Spectre
ichawasu,Martin Clement,2000-3-20,Vanuatu,6309,Offlaner,Lina
ochezhag,Christopher Schad,1992-9-22,Tanzania,9524,Offlaner,Lina
kuzase,Christopher Warren,1991-5-1,Equatorial Guinea,7201,Carry,Tide Hunter
celysa,Kelly Withers,2000-4-8,Seychelles,5574,Carry,Lone Druid
shubapizo,Mildred Hupp,1995-1-24,South Sudan,6892,Carry,Tiny
ahebajij,Shannon Borucki,1995-4-23,Seychelles,5293,Carry,Tinker
oquvarezh,Mike Garcia,1987-6-6,Korea South,9554,Carry,Weaver
qorythanen,Timothy Kimbrough,2000-8-15,Niger,6951,Full Support,Dark Seer
lodotuwuch,Richard Bullman,1998-9-14,Macedonia,8022,Midlane Carry,Phantom Lancer
febyxu,Harvey Wiener,1987-8-26,Morocco,5683,Carry,Faceless Void
mabasagyt,Danny Cole,2004-6-19,Romania,9350,Carry,Shadow Fiend
muxabyk,Teddy Carter,2004-2-10,Seychelles,5912,Support,Warlock
gawuhe,David Metge,1986-4-20,East Timor,8577,Support,Timbersaw
thysochecec,Marie Steib,1999-3-17,Laos,7679,Full Support,Bristleback
ywekhenir,Richard Mccomb,1997-5-3,Benin,6950,Full Support,Night Stalker
esyfexu,Wayne Figg,2001-3-2,China,7803,Carry,Dark Willow
besysha,Robert Phillips,1987-7-17,Sierra Leone,6864,Midlane Carry,Anti-Mage
kirochoco,Shannon Sprauve,2000-3-24,Uzbekistan,6480,Offlaner,Enigma
withyhu,Virginia Pennell,2002-4-9,South Africa,6394,Offlaner,Riki
utyrezho,Frances Coulter,1991-1-23,Laos,8124,Midlane Carry,Rubik
iqikhekh,Mildred Brown,2003-11-12,Paraguay,8774,Support,Zeus
ofipyva,Catherine Gonzalez,1999-3-6,Singapore,6001,Midlane Carry,Wraith King
ykawikoshe,Yvonne Olszewski,1988-9-28,Papua New Guinea,7529,Support,Snapfire
ryjeby,Luz Santillan,2003-4-6,United Arab Emirates,8383,Support,Sniper
ikicygup,Mary Rutter,1995-5-27,Ghana,6864,Offlaner,Medusa
ebocefy,Linda Hatfield,1990-6-24,Rwanda,7375,Offlaner,Chaos Knight
zhykhukher,Kenneth Morton,1992-1-16,Chad,9304,Carry,Lone Druid
ydutali,Harvey Kim,1993-4-17,Liechtenstein,5118,Full Support,Treant Protector
efyrizuby,Kimberly Barnes,2004-1-20,Uzbekistan,5191,Support,Winter Wyvern
isekuce,Dennis Wingfield,2004-1-11,Nauru,8860,Offlaner,Phantom Assassin
cugahode,Antonia Klug,1992-6-26,Saudi Arabia,8795,Midlane Carry,Ursa
pishavok,Polly Mondor,2003-12-24,Senegal,5062,Offlaner,Kunkka
chezhapige,Ralph Delperdang,1998-6-20,Thailand,6110,Offlaner,Vengeful Spirit
biqacemyg,Byron Haugabrook,2000-7-2,Laos,7691,Full Support,Clinkz
epapyzhugo,Kaitlyn Stanton,1990-3-21,Iraq,8310,Midlane Carry,Storm Spirit
igasohokhy,Linda Bernardo,1986-5-4,Mozambique,9824,Full Support,Drow Ranger
sakhyco,Brenda Coyne,2005-12-21,Croatia,7134,Offlaner,Weaver
zirothoxim,James Sellers,1997-4-3,Austria,6128,Full Support,Bounty Hunter
chizowamuf,Claire Littlefield,1992-7-26,Nigeria,9524,Full Support,Chen
unusichub,Joseph Miller,1993-8-7,Philippines,9139,Full Support,Invoker
lotubexy,Gilda Susko,1993-10-2,Ivory Coast,8984,Full Support,Warlock
becuwir,Raymond Rivas,1985-11-25,Germany,5324,Full Support,Meepo
evygezhozha,Maira Smith,1989-2-7,Brunei,7555,Offlaner,Arc Warden
ikhyqum,Viola Stolz,2002-9-26,Samoa,7816,Support,Lion
othidahoho,Therese Defranco,1997-9-15,Iraq,9475,Midlane Carry,Riki
ogulatyse,James Madison,1988-6-1,Suriname,8113,Full Support,Skyrath Mage
iliriredu,Jimmie Robinson,1987-11-20,Moldova,7454,Carry,Disruptor
aqushaca,Doug Malone,1995-3-21,Finland,8094,Full Support,Riki
ixyduvyva,Krista Daily,1988-5-14,Somalia,8223,Support,Underlord
sesymyze,Gordon Wright,1993-2-1,Korea North,5701,Midlane Carry,Invoker
ixithychyq,Rita Dedrick,1992-5-9,Madagascar,8449,Midlane Carry,Spectre
opujygoc,Solomon Feddersen,1987-12-28,Slovenia,5710,Offlaner,Bloodseeker
saqoshixi,Brandon Harrison,1998-3-16,Israel,8285,Offlaner,Bounty Hunter
rithejyq,Edna Childers,1998-3-4,Azerbaijan,5018,Full Support,Mars
mylonum,Luke Hernandez,2004-4-2,Guyana,5626,Support,Meepo
ezajaw,Matthew Pach,1986-5-6,Djibouti,9585,Midlane Carry,Snapfire
qadoqy,Jean Taylor,2004-1-17,Greece,5518,Support,Morphling
ygukhamu,Dale Marshall,1994-12-4,Uzbekistan,5421,Midlane Carry,Wraith King
cezhozhot,William Stanley,1988-2-18,Vietnam,8517,Support,Ancient Apparition
gyzhathyshish,Eric Walling,1995-1-21,Maldives,9884,Full Support,Pudge
shizunojez,Tomas Garcia,1989-5-11,Ukraine,6840,Offlaner,Earthshaker
xukhuwikho,Luke Mueller,1997-5-14,Sri Lanka,8181,Midlane Carry,Omni Knight
lovacho,Timothy Byrd,1987-8-3,Samoa,9312,Offlaner,Zeus
ejilurus,Terry Phillips,1989-8-21,Equatorial Guinea,5854,Full Support,Skyrath Mage
solygoqir,Frank Sarnicola,1988-10-15,Afghanistan,9622,Carry,Beastmaster
ojafudu,Maria Barnes,1996-7-20,Germany,6543,Full Support,Ember Spirit
evalin,Andrea Billington,1991-3-2,Dominican Republic,8443,Support,Clockwerk
uhimuzh,Marvin Sprung,1991-8-25,Israel,8719,Offlaner,Pugna
apishefo,Marlene Bowles,1985-4-14,Niger,6908,Full Support,Techies
amusychu,Willie Alvarez,2005-7-28,Cambodia,9085,Support,Spectre
qomyxize,Dennis Reed,1987-4-13,Bulgaria,8757,Midlane Carry,Slardar
fafososhaj,Jennifer Poe,1998-1-18,Mauritius,8492,Offlaner,Gyrocopter
ozedylom,James Reed,1996-7-22,Japan,9870,Midlane Carry,Kunkka
ylegych,Nancy Robinson,2002-7-15,Greece,7180,Full Support,Keeper of the Light
yhuqothup,Suzanne Key,1988-11-11,Congo,8568,Offlaner,Bane
ulyhoki,Queen Pittman,1990-7-10,Mali,7393,Carry,Crystal Maiden
janugoth,Linda Jackson,1989-6-18,Burkina,7834,Offlaner,Tiny
vazefo,Katherine Malachi,1996-8-25,Jordan,8853,Carry,Sniper
mycazaj,Roberta Puryear,1989-11-28,Taiwan,5992,Midlane Carry,Juggernaut
kymugez,James Mawyer,2004-9-4,Peru,7109,Support,Nyx Assassin
izizhoby,Jacob Cooley,1988-12-1,Bahrain,9776,Full Support,Invoker
venezixi,Chris Craig,1990-10-10,South Sudan,6859,Midlane Carry,Gyrocopter
uchubujiki,John Brown,1993-4-16,Barbados,5887,Midlane Carry,Dawnbreaker
dusykhit,Leroy Mckenna,2005-7-20,East Timor,9908,Carry,Slardar
uhobeliv,Grace Davis,1994-2-4,Malaysia,9844,Support,Batrider
azhafok,Marty Moller,2004-4-1,Korea South,8184,Carry,Jakiro
esesago,Tanya Waterson,1990-7-6,Jordan,8860,Full Support,Batrider
afytygy,Lana Chavez,2001-4-5,Romania,9180,Full Support,Underlord
shyjuhe,Bettie Johnsen,1993-12-13,Zambia,8852,Midlane Carry,Ursa
azhijoxubu,George Moore,1988-8-18,Lebanon,8392,Midlane Carry,Sniper
jygywokh,Christopher Witt,1997-1-9,Sao Tome & Principe,5780,Offlaner,Weaver
vywozashi,Belen Correa,2005-5-8,Barbados,7286,Carry,Pangolier
zykhydejid,Florence Brownfield,1994-1-5,Ukraine,6351,Midlane Carry,Legion Commander
